noticia,neutro_dia,dia,neutro_semana,semana,neutro_mes,mes
"Faturamento bruto dos Cafés do Brasil ao atingir R$ 66,5 bilhões em 2024 registra crescimento de 86% nas últimas dez safras",1,0,0,1,0,1
Café amplia altas e passa a subir mais de 2% na Bolsa de Nova York nesta 3ªfeira (20),1,0,1,1,0,1
Café: Clima e exportações brasileiras movimentam a semana; confira análise da Hedgepoint,1,1,0,1,0,1
Até 20 de setembro é possível fazer a inscrição para o 34º Prêmio Ernesto Illy de Qualidade Sustentável do Café para Espresso,0,1,0,1,0,1
Café abre esta terça-feira (20) com alta nas bolsas de Nova York e Londres,0,1,0,1,0,1
Valorização do real e tempo seco no Brasil sustentam cotações e café fecha dia em alta,0,1,0,1,0,1
Cecafé lança landing page sobre EUDR e os cafés do Brasil,0,1,0,1,0,1
Futuros da café passam a operar em baixa na Bolsa de Nova York nesta 2ªfeira,0,1,0,1,0,1
Café abre a semana com estabilidade na Bolsa de Nova York e leves altas em Londres,1,1,1,1,0,1
Cooxupé reforça preocupação com seca e preços avançam nesta 6ª feira,0,1,0,1,0,1
"Mesmo com safra brasileira andando bem, preocupação com clima persiste e café avança",1,1,1,1,0,1
Café: Mercado abre com estabilidade e monitorando condições do tempo no Brasil,0,1,0,1,0,1
"Colheita de café 24/25 do Brasil atinge 96%, aponta Safras",0,1,0,1,0,1
Café: Mercado tem suporte nas preocupações com o Brasil e avança em NY,0,1,0,1,0,1
"Com preocupação com áreas cafeeiras do Brasil, arábica ganha mais de 200 pontos",0,1,0,1,0,1
"Café: Monitorando Brasil, arábica estende ganhos em Nova York",0,1,0,1,0,1
Café encerra com altas superiores a 2% nos principais contratos de Nova York,0,1,0,1,0,1
Preços do café ampliam altas nesta quarta-feira (14) em Londres e Nova York,0,1,0,1,0,1
"Exportação dos Cafés do Brasil atinge 48,17 milhões de sacas e arrecada US$ 10,14 bilhões de receita cambial no total acumulado de doze meses",0,1,0,1,0,1
Preços futuros do café abrem em alta em NY e Londres nesta quarta-feira (14),0,1,0,1,0,1
"Café/Cepea: Frio deixa produtor em alerta, e preços têm forte alta",0,1,0,1,0,1
Café fecha com quedas de quase 4% na Bolsa de Nova York,0,1,0,1,0,1
Café segue devolvendo ganhos na tarde desta 3ªfeira e cai em NY e Londres,0,1,0,1,0,1
"Com preocupação com frio no Brasil perdendo força, café devolve parte dos ganhos dos últimos dias",0,0,0,1,0,1
Preocupação com Brasil se mantém e café finaliza mais um dia de valorização em NY,0,0,0,1,0,1
Expocacer disponibiliza créditos financeiros do Programa Pertencer  Iniciativa oferece vantagens na utilização de serviços,0,0,0,1,1,1
"Produção mundial de Coffea canephora aumenta 2,1% e atinge 75,8 milhões de sacas no ano-cafeeiro 2023–2024",0,0,0,1,0,1
"hEDGEpoint reduz previsão para safra de café 24/25 do Brasil a 63,3 mi sacas",0,0,0,1,0,1
Café tem mais um dia de preocupação e mantém altas de mil pontos em Nova York,0,0,0,1,0,1
"Geada no arábica foi de capote e condição hídrica pode ter contribuído para mitigar impactos, explica professor da UFLA",0,0,1,0,0,1
"Vendas de café do Brasil estão mais lentas no ciclo 24/25, diz Safras",0,0,1,0,1,0
Abertas as inscrições para a 12ª edição do Prêmio Região do Cerrado Mineiro,0,0,1,1,1,0
Café: Nova York reage ao frio do Brasil avançando mais de mil pontos nesta 2ª feira,0,0,0,1,0,1
Áreas de café arábica são atingidas por geadas na Alta Mogiana e no Cerrado Mineiro,0,1,0,1,0,1
Semana é marcada por grande preocupação com o Brasil e preços do café têm ajustes nesta 6ª feira,0,1,0,1,0,1
"Produtores participam de levantamento de custos de café, grãos e hortaliças",0,1,0,1,0,1
Funcafé: Mapa divulga relação e valores contratados por vinte e dois agentes financeiros,0,1,0,1,0,1
Conab coleta dados para atualizar números da safra nacional de café,0,1,0,1,0,1
Colômbia reporta alta de 22% na produção de café em julho e fortalece quedas em NY,0,1,0,1,0,1
"Exportações de café do Vietnã caem 12,4% de janeiro a julho",0,1,0,1,0,1
Futuros do café ampliam perdas em NY e Londres na manhã desta sexta-feira (09),0,1,0,1,0,1
"Colheita de café 24/25 do Brasil atinge 92%, aponta Safras",1,1,1,0,1,0
"Café: Preços recuam, mas preocupação com onda de frio continuar no radar",1,1,1,0,1,0
Cooxupé é a primeira cooperativa do mundo a ter protocolo de sustentabilidade reconhecido pela Plataforma Global do Café,0,0,0,0,1,0
"Café tem baixas após valorização com frio, mas ainda está atento ao risco de geada",0,0,0,0,1,0
"Exportação brasileira de café solúvel atinge volume físico equivalente a 1,91 milhão de sacas no primeiro semestre de 2024",0,0,1,1,1,1
"Café: Ainda de olho no frio, arábica tem leves altas nesta 5ª",0,0,0,0,0,0
Preocupação com geada no final de semana faz arábica ganhar mais de 4%; robusta avança 2%,0,0,0,0,1,0
Risco de geada: Café avança mais de 3% com mercado preocupado com lavouras do Brasil,1,0,0,0,0,0
Cooxupé apoia pesquisa que mostra potencial da cafeicultura para balanço positivo de carbono,1,1,0,0,0,0
Preocupação com frio persiste e Nova York avança mais de 2% no arábica,0,1,0,0,0,1
Exportações de café do Paraná têm melhor 1º semestre dos últimos 12 anos em receita,0,1,0,0,0,1
Café/Cepea: Poder de compra frente a adubo melhora neste final de safra,0,1,0,0,0,1
Preocupação com frio no Brasil faz café encerrar acima de 235 cents/lbp,0,1,0,0,0,1
Café: Ajustes e frio no radar fazem cotações avançaram 5% em Nova York e Londres,0,1,0,0,0,1
Especialíssimo 2024 recebe cafés até 30 de setembro,0,1,0,0,0,1
Café se recupera depois de perder mais de 2% e sobe mais de mil pontos,0,1,0,0,0,1
"Com colheita na reta final, safra de café vai se consolidando com pelo menos 2 mi de sacas a menos no Brasil",0,1,0,1,0,1
"Café: Estoques europeus sobem em junho, mas permanecem abaixo das médias históricas",0,1,0,1,0,1
Cooxupé constata quebra de safra de café ante 2023 e vê menores recebimentos em 2024,0,1,0,1,0,1
"Café: Mercado limita baixas, mas ainda se mantém no negativo em NY e Londres",0,1,0,1,0,1
Café abre semana recuando mais de 3% em Nova York e Londres,0,1,0,1,0,1
Mapa divulga nova lista de marcas e lotes de café torrado impróprios para consumo,0,0,0,1,0,1
Café termina semana com recuperação e monitorando safra brasileira,0,0,0,1,0,1
"StoneX reduz previsão de safra de café 24/25 do Brasil, mas vê alta anual",0,0,1,1,0,1
"Café: Ajustando preços, mercado volta a subir nesta 6ª feira",0,0,0,1,0,1
"Café: Sem novidades nos fundamentos, NY e Londres têm leves baixas",0,0,0,1,0,1
"Café abre agosto pressionado pela safra brasileira, apesar da preocupação do setor",0,0,0,1,0,1
"Café: Mercado limita baixas, mas ainda opera com desvalorização",0,1,0,1,0,1
Brasil amplia exportação e consumo de café solúvel no primeiro semestre de 2024,0,1,0,1,0,1
Café abre agosto recuando mais de 300 pontos em Nova York,0,1,0,1,0,1
"Negócios de café seguem lentos no Vietnã, prêmios caem na Indonésia",0,1,0,1,0,1
"Safra de café do Brasil em 2025 pode ter perdas devido ao clima, diz Cooxupé",1,0,0,1,0,1
"Café fecha 4ª-feira (31) em queda, mas termina julho no positivo",1,0,0,1,0,1
"Após abrir dia em alta, café registra perdas nas bolsas de Nova York e Londres",1,1,0,1,0,1
Café itensifica alta dos preços futuros em Nova York no início desta quarta-feira (31),0,0,0,1,0,1
Café/Cepea: Preço médio do arábica é o maior desde fev/22,0,0,0,1,0,1
"Em dia de volatilidade, café fecha com leve variação positiva em NY e negativa em Londres",0,0,0,1,0,1
Embrapa Café lança publicação sobre métodos de seleção genética no melhoramento do cafeeiro arábica,0,0,0,1,0,1
Café volta a registrar preços positivos nas bolsas de Nova York e Londres,0,0,0,1,0,1
Preço do café abre esta terça-feira com queda em Nova York e Londres,0,1,0,1,0,1
"Café: Mercado tem leves altas para o arábica, mas robusta consolida dia de correção em Londres",0,1,0,1,0,1
"Café: Com mercado de olho na colheita, preços se mantêm em baixa em NY",0,1,0,0,0,1
Cooxupé: Parque cafeeiro tem armazenamento hídrico abaixo de 50% e temperaturas muito acima da média,1,1,0,0,0,1
"Com safra mais rápida no Brasil, café amplia baixas nesta segunda-feira (29)",0,1,0,0,0,1
"Exportações de café do Vietnã recuam 13,8% no ano até julho",1,1,0,0,0,1
Safra brasileira adiantada pressiona cotações e arábica encerra na casa dos 230 cents/lbp,1,0,0,0,0,1
Café: Arábica perde mais de 400 pontos e robusta quase US$ 100 por tonelada,0,0,1,1,0,1
Café: Colheita do Brasil avança e reflete em novas baixas em Nova York e Londres,0,0,0,0,0,1
"Colheita de café 24/25 do Brasil avança a 81%, diz Safras",0,0,0,0,0,1
"Após pressão da safra brasileira, café tem leves altas nesta 5ª feira",0,0,0,0,0,1
"Safra brasileira pressiona arábica, mas preocupação com Vietnã faz robusta avançar",0,1,0,0,0,1
Mercado foca na colheita brasileira e café perde mais de 3% em Nova York e Londres,1,1,0,0,0,1
Corrida para comprovar origem: Indonésia abre protocolo para 54 indicações geográficas de café,1,1,0,0,0,1
"Café: Pressionado pela oferta, Nova York e Londres recuam mais de 2%",0,1,0,0,0,1
"Atento com a safra brasileira, café amplia baixas e NY opera abaixo de 235 cents/lbp",0,0,1,1,0,1
"Café/Cepea: Em reta final de colheita, grãos miúdos preocupam",0,0,0,0,0,1
"Números do Brasil voltam ao radar e apesar da dúvida no rendimento, café volta a cair",0,0,0,0,0,1
"Café: Com safra de Brasil andando bem, preços voltam a recuar",0,0,0,0,0,1
"Café: Mercado tem ajustes negativos, mas preocupação com oferta pode limitar baixas",0,0,0,0,0,1
"Café: Safra é mais rápida, mas rendimento no Brasil preocupa e cotações avançam",0,0,0,0,0,1
"Sebrae Minas, Senai e Expocacer assinam parceria que beneficiará cafeicultores do Cerrado Mineiro",0,0,0,0,0,1
"Confirmando volatilidade esperada, bolsas voltam a subir e arábica avança para 240 cents/lbp",0,0,0,0,0,1
Região do Cerrado Mineiro lança campanha inédita para proteger origem autêntica de seu café,0,1,0,0,0,1
"Com safra andando bem no Brasil, café abre semana com estabilidade",0,1,0,0,0,1
Café tem semana de ajustes nos preços e pressão da safra brasileira derrubando preços,1,0,0,0,0,1
"Colheita de café no Brasil avança rapidamente e chega a 74%, diz Safras",0,0,0,0,0,1
"Café: Com menos compradores no mercado e em semana de ajustes, NY e Londres recuam",1,1,0,0,0,1
Café volta a cair com safra brasileira andando bem e ainda com correção nos preços,0,0,0,0,0,1
"Após correção, café volta a operar no positivo e monitora safra brasileira",0,0,0,0,0,1
Café mantém tranquilidade e encerra apenas com ajustes técnicos em Nova York,0,0,0,0,0,1
Café vira e volta a realizar ajustes nos preços em Nova York,1,1,0,0,0,1
Exportações recuam no Vietnã e preços do café em Londres se aproximam de recordes,0,0,0,0,1,1
Arábica e robusta têm leves altas em Nova York e Londres,0,0,0,0,1,0
Café/Cepea: Indicadores sobem na quinzena; exportação é recorde,0,0,0,0,0,0
"Sem novidades e em dia mais tranquilo, café tem apenas ajustes técnicos nesta 3ª feira",0,0,0,0,0,0
"Cafés do Brasil têm faturamento bruto total estimado em R$ 66,50 bilhões para este ano de 2024",1,0,0,0,0,0
Começam as inscrições para o Concurso de Qualidade dos Cafés de Minas Gerais 2024,0,0,0,0,0,0
Cafeicultores incluídos no Certifica Minas terão redução de juros em linha do Plano Safra,0,0,0,0,0,0
"Café: Colheita no Brasil avança, mas preços avançam com preocupação na oferta",1,0,0,0,0,0
"Depois de 21 anos, Espírito Santo supera seu recorde histórico de exportações de café, mas em apenas 4,5 mil sacas",0,1,1,1,0,0
Preços do café em NY e Londres caem nesta segunda-feira (15),0,1,1,1,0,0
"Café: Confirmando correção já esperada, arábica perde 2% nesta segunda",0,1,1,0,1,0
Embrapa Café realizará live sobre chamada de novos projetos de pesquisa para cafeicultura,0,1,1,0,1,0
Café abre a semana com correção nos preços do arábica e estabilidade para o robusta,1,1,0,0,0,0
Café: Semana é pautada por dados do Brasil e preços atingindo recordes em plena safra,1,0,0,0,0,0
Café volta a ter suporte nas preocupações com oferta e avança em NY e Londres,1,0,0,0,0,0
Mapa abre prazo para recebimento de propostas para contratação dos recursos do Funcafé,1,0,0,0,1,0
"Colheita de café 24/25 do Brasil atinge 66%, vendas superam nível de 2023, diz Safras",0,1,0,0,0,1
"Café: Após dois dias de valorização, preços têm ajustes negativos em Nova York e Londres",0,1,0,0,0,1
"Mesmo com recorde do Brasil, preocupação com oferta sustenta preços e café avança",0,1,0,0,1,1
Quebra na produção de café na região de Garça na colheita 2024/2025,0,1,0,0,1,1
"Café limita ganhos, mas ainda opera com valorização em NY e Londres",1,1,0,0,1,0
Embarques do Brasil mostram necessidade mundial por café e preços avançam mais de 2%,0,0,0,0,0,0
Faltando café nas outras origens? Embarques de cafés do Brasil para países produtores disparam,1,0,1,0,1,1
"Confirmando movimentação esperada, café tem ajustes negativos nos preços",1,0,1,0,1,1
"Reconhecida nacionalmente, Cocapec comemora 39 anos de apoio e dedicação aos produtores de café",1,1,1,1,0,0
ABIC apresenta índice de oferta de café para a indústria (IOCI),0,1,0,1,0,0
"Café tem ajustes nos preços após explosão, mas se mantém acima de 240 cents/lbp",0,1,1,0,0,0
Café/Cepea: Colheita de arábica avança bem no Brasil,0,1,0,0,0,0
Mercado nervoso com oferta faz NY ter mais de mil pontos de alta e arábica se aproximar de 250 cents/lbp,0,0,0,0,0,0
"Problemas na Ásia: Robusta sustenta valorização, reflete no arábica e NY ultrapassa 240 cents/lbp",0,1,0,1,0,1
Plataforma de indicações geográficas do café emite primeiro selo para exportação,0,1,0,1,0,1
Dúvida com Vietnã persiste e semana começa com robusta ganhando mais de US$ 100 por tonelada,0,1,0,1,0,1
México: Altas temperaturas e seca atingem 80% das lavouras de café e produtores buscam por ajuda,0,1,0,1,0,1
"Clima seco é bom para a safra, mas preocupa mercado e café sobe mais de 2%",0,1,0,1,0,1
"Mesmo com safra brasileira no pico, mercado tem preocupação com oferta e clima, fazendo arábica avançar 2%",0,1,0,1,1,1
"Safra do Brasil é mais rápida, NY volta a ignorar e avança mais de 700 pontos",0,1,0,1,1,0
"Colheita de café 24/25 do Brasil atinge 58%, diz Safras",0,1,0,1,1,0
Robusta avança 2% com suporte nas preocupações com o Vietnã,0,1,0,1,0,1
"Produção de café da Colômbia soma 1,17 mi sacas em junho; exportação sobe 36%",0,1,0,1,0,1
Vietnã é pouco participativo e robusta volta a ganhar mais de 2% em Londres,0,1,0,1,0,1
Cecafé participa de reunião de alinhamento do Governo para atendimento ao EUDR,0,1,0,1,0,1
Sistema de irrigação custeado pelo Governo de MT garante produção de café em Colniza,0,1,0,1,0,1
"Mapa define linhas de crédito e destina R$ 6,88 bilhões para o Funcafé",0,1,0,1,0,1
Safra andando bem no Brasil e Nova York operando com desvalorização nesta 4ª feira,1,1,0,1,0,1
Café/Cepea: Preços encerram junho em alta,1,0,0,1,0,1
"Café canéfora fecha junho em valor recorde no Brasil em plena colheita, aponta Cepea",1,0,0,1,0,1
Café: Arábica e robusta voltam a olhar para a mesma direção e têm ajustes positivos,1,0,0,1,0,1
Café: Volatilidade é mantida e Nova York volta a ultrapassar 225 cents/lbp,0,1,0,1,0,1
"Com tempo positivo para a colheita, café amplia baixas em Nova York",1,1,0,1,0,1
"Sentido opostos: Arábica recua com safra brasileira, mas robusta avança de olho no Vietnã",1,1,0,1,0,1
"Café: Clima melhora no Vietnã, mas impactos sobre safra ainda são incertos",0,1,0,1,0,1
Mapa divulga lista de marcas e lotes de café torrado impróprios para consumo,1,1,0,1,0,1
"Café: Com safra andando bem no Brasil, semana começa com 2% de desvalorização",0,1,0,1,0,1
"Café tem semana agitada, mas encerra apenas com ajustes nos preços e abaixo de 230 cents/lbp",0,0,0,1,0,1
Café: Volatilidade é mantida e preços voltam a cair enquanto mercado monitora Brasil,1,1,0,1,0,1
Colômbia espera poder ultrapassar 12 milhões de sacas de arábica em 2024,1,1,1,0,0,1
Membros do CDPC debatem com Anvisa os impactos da RDC nº 623 (revisão da RDC nº 14) no café,1,0,1,1,0,1
Parque cafeeiro tem déficit hídrico acentuado e altas temperaturas que já colocam safra 25 no radar,1,0,1,0,0,1
Café: Preços voltam a subir após dois dias de baixas e monitora safra do Brasil,1,0,0,0,0,1
"Com peso do dólar e forte correção, café perde mais de 2% em NY",1,1,0,0,0,1
"Produção dos Cafés do Brasil ocupa área de 1,9 milhão de hectares em 2024",0,1,1,0,0,1
"Café: Após início de semana agitado, preços continuam tendo ajustes negativos em Nova York",1,1,0,0,0,1
"Café/Cepea: Colheita avança, mas com rendimento abaixo do potencial",0,0,0,0,0,1
"Confirmando ajuste já esperado, arábica e robusta recuam 3% nesta terça-feira",0,0,0,0,0,1
Arábica perde mais de 3% e volta a ser negociado abaixo de 230 cents/lbp,0,0,1,1,0,1
30% colhida: Safra de café é mais rápida em 2024 e vai se consolidando com peneira abaixo da média,0,0,0,0,0,1
Vencedores do Prêmio CNA Brasil de cafés especiais participam do São Paulo Coffee Festival,0,0,0,0,0,1
"Café recua mais de 400 pontos, mas ainda se mantém acima de 230 cents/lbp em Nova York",1,0,0,0,0,1
World of Coffee contará com lotes de cafés especiais da nova safra produzidos no Cerrado Mineiro,0,0,0,0,1,0
"Com plena safra em andamento, arábica ultrapassa 235 cents/lbp e Nova York",0,0,0,0,0,1
Mercado de café se mantém volátil na expectativa da safra 24/25,0,0,0,0,0,1
Café: Nova York e Londres ganham mais de 3% com preocupação com oferta global,0,0,0,0,0,1
"Preço do café fecha em baixa nesta 6ªfeira, mas registra alta no acumulado da semana",0,1,0,1,0,1
Café interrompe alta e passa a operar com queda nos principais contratos,0,1,1,1,0,1
"Colheita de café do Brasil tem ritmo forte e volume abaixo do esperado, diz Safras",0,1,0,0,0,1
Preço do café abre o dia em alta e estende ganhos acentuados da sessão anterior,0,1,0,0,0,1
"Colheita de café 24/25 do Brasil avança a 44%, diz Safras & Mercado",0,1,0,0,0,1
"Com safra no Brasil em andamento, preocupação com oferta global persiste e café avança mais de 3%",0,0,0,0,0,1
Sustentabilidade dos cafés do Brasil volta a ser promovida em evento europeu,0,1,0,0,0,1
ABIC realizará etapa do Campeonato Brasileiro de Blends de Café durante o São Paulo Coffee Festival,0,1,1,0,0,1
"Londres: Robusta registra leves altas e monitora clima nas origens, além dos estoques certificados",0,1,1,1,0,1
Café/Cepea: Arábica opera na casa dos R$ 1.300/sc desde o início do mês,0,1,0,1,0,1
Café cai em Nova York e Londres pressionado por baixa do real diante do dólar,0,1,0,1,0,1
Mais da metade dos navios para exportação de café atrasam embarques em maio,0,1,0,1,0,1
Preço do café abre esta terça-feira (18) com leves baixas na Bolsa de Nova York,1,0,0,1,0,1
"Europa consumirá 53,7 milhões de sacas de café em doze meses",1,0,0,1,0,1
Colômbia tem estabilidade no consumo de café e indústria traça estratégia para avançar,1,0,0,1,0,1
Começa semana com alta: Café tem suporte em tempo muito seco e vendas mais lentas,1,0,0,1,0,1
"Café: Exportações brasileiras disparam em maio; vietnamitas, nem tanto",0,0,0,1,0,1
"Brasil tem colheita de café adiantada e vendas atrasadas, diz Safras & Mercado",1,0,0,1,0,1
"Após baixas, café tem ajustes técnicos positivos nesta 2ª feira",1,1,0,1,0,1
"Após semana marcada por dados de exportação, café encerra último pregão com baixas",1,0,0,1,0,1
"Cooabriel faz inédita exportação direta de café ao Egito, foca Oriente Médio",1,0,1,0,0,1
"Café: Apesar da preocupação com clima, arábica volta a recuar em NY",1,1,0,1,0,1
"De olho no clima, café tem mais um dia de valorização para os preços",1,0,0,1,0,1
IBGE estima safra de café do Brasil acima de 60 mi sacas,1,1,0,1,0,1
Cooxupé participará do ENCA 2024 em painel sobre governança,0,0,0,1,0,1
Exportação de café com boas práticas e qualidade superior avança mais de 60%,1,0,0,1,0,1
Café: Arábica ultrapassa 225 cents/lbp e mantém foco nas condições do tempo no Brasil,0,0,0,1,0,1
"Mesmo após exportação expressiva, clima volta ao radar e café tem novas altas",1,0,0,1,0,1
"Após dados de exportação do Brasil, café volta a operar com desvalorização em NY e Londres",0,1,0,1,0,1
Café/Cepea: Indicador do robusta bate novo recorde,0,1,0,1,0,1
"Colheita de café do ES vai a 40%; Sul de MG já colheu ao menos 20%, diz Cepea",0,1,0,1,0,1
Cooxupé está entre os principais fornecedores de café no ranking da SA+ Varejo,0,0,0,1,0,1
"Café: Depois de muita volatilidade, NY e Londres operam com estabilidade",0,0,0,1,0,1
Safra brasileira volta a pesar e café encerra com desvalorização em NY,0,0,0,1,0,1
Café: Dinâmica dos preços em meio a números mistos do USDA para as safras do Vietnã e do Brasil,0,0,0,1,0,1
"Exportações de café do Vietnã caem 5,8% de janeiro a maio, diz alfândega",0,0,0,1,0,1
Expocafé 2024: Um sucesso que superou expectativas,1,0,0,1,0,1
Assessora da CNA é homenageada com troféu Mulher Inspiração da Cafeicultura Brasileira 2024,1,0,0,1,0,1
"Com colheita andando bem no Brasil, café abre o dia com variações técnicas",0,0,0,0,0,1
"Em semana marcada por muita instabilidade, café termina com pressão da colheita brasileira",1,1,1,0,0,1
ABIC emite nota de posicionamento sobre MP 1.227,1,0,0,0,0,1
Café solúvel: Abics manifesta repúdio e indignação com MP nº 1.227​,1,0,1,0,0,1
"Café: Mantendo volatilidade esperada, mercado volta a recuar mais de 2%",0,0,0,0,0,1
CCCV emite nota de repudio à MP Nº 1.227/24,0,0,0,0,1,1
Arábica volta a subir e se aproxima de 240 cents/lbp em Nova York,0,0,0,0,0,0
Governo Federal fecha acordo para promoção do café brasileiro na maior rede de cafeterias da China,1,0,0,0,0,1
"Direções opostas: Arábica recua mais de 100 pontos, mas robusta avança com preocupação com Vietnã",1,0,0,0,0,1
Produção de café colombiano sobe 39% em maio,1,1,0,0,0,0
Cecafé repudia edição do Governo Federal na MP nº 1.227,0,1,0,0,1,0
Mapeamento de qualidade vai identificar cafés especiais produzidos por cafeicultores do Cerrado Mineiro,0,1,0,0,1,1
"Café tem ajustes em Nova York e Londres, mas volatilidade deve ser mantida",0,1,0,0,0,1
"Café/Cepea: Preços oscilam em maio, mas balanço é de alta",0,1,0,0,1,0
"Cecafé se reúne com representantes da Praticagem de São Paulo, em Santos",1,1,0,0,0,0
Mercado ainda nervoso com oferta faz café avançar mais de 2% em Nova York,1,0,0,0,0,0
"São Paulo Coffee Festival traz para o público novas experiências sensoriais, gastronômicas e culturais",0,1,0,0,0,0
Regiões Produtoras de Café do Brasil com Indicação Geográfica fundam Instituto para promoção e desenvolvimento das Regiões,0,1,0,0,0,0
"Após explosão e dados do USDA, café tem apenas ajustes em Nova York e Londres",0,1,0,0,1,0
"Brasil líder no conilon: Se clima ajudar, produção pode ultrapassar Vietnã até 2027",0,1,0,0,1,1
Café tem mais um dia de preocupação com oferta e ganhou mais de US$ 100 por tonelada no robusta,0,1,0,0,1,1
"USDA estima safra de café do Brasil em 69,9 milhões de sacas",0,1,0,0,1,1
Hedgepoint analisa fluxo comercial global do café pela perspectiva da União Europeia,0,1,1,0,1,0
Prêmio Ernesto Illy de Qualidade Sustentável do Café para Espresso abre inscrições para sua 34ª edição,0,1,0,0,1,0
Ásia e Oceania têm produção de cafés estimada em 50 milhões de sacas que equivalem a 28% da safra mundial de 2023-2024,0,1,0,0,1,0
"Conilon: Preços recordes no físico e em Londres, mas produtor vive momento de frustração de safra",0,1,1,0,0,1
"Repleto de incertezas, mercado do café volta a avançar mais de 3% para o robusta",0,1,1,1,1,0
Semana agitada: Arábica recua quase 5% só nesta 6ª e finaliza mais próximo de 220 cents/lbp,0,1,0,1,0,1
"Café: Com colheita avançando bem e ajustes nos preços, arábica perde mais de mil pontos",0,1,0,1,0,1
"Colheita de café 24/25 do Brasil alcança 21%, diz Safras & Mercado",1,1,0,1,1,0
Café: Volatilidade é mantida e arábica volta a ser negociado abaixo de 230 cents/lbp,1,0,0,1,0,0
Cotação do café arábica finaliza a sessão desta 5ª feira com avanços na Bolsa de NY,0,0,0,1,0,0
Café: Cotações futuras iniciam sessão desta 5ª feira com leves ganhos em Nova York,1,1,0,1,0,0
"Em dia de mercado nervoso, robusta chega a ganhar 6%, mas bolsas finalizam apenas com ajustes",1,1,0,1,0,0
Adoção de práticas sustentáveis otimiza balanço de CO2 no café conilon capixaba,1,1,0,1,0,0
"Produção dos Cafés do Brasil no ano-cafeeiro ocupa área de 1,9 milhão de hectares",0,0,1,1,0,0
Preços internos no Vietnã voltam a explodir e refletem nas bolsas; robusta avança quase 6%,0,0,0,0,0,0
"Café: Após explosão nos preços, bolsas têm ajustes negativos nos preços",1,1,1,1,0,0
Café/Cepea: Condições produtivas no Vietnã elevam preços no Brasil,1,1,1,1,0,0
"Apoio do Governo de MT a produtores favorece crescimento da produção de café no Estado, aponta Conab",1,1,1,1,0,0
Espírito Santo exporta 636 mil sacas de café em abril,0,1,0,1,1,1
"Conab surpreende, em meio a desafios climáticos enfrentados por produtores de café no Brasil",0,1,1,1,1,0
"Com Vietnã e Brasil no radar, café retoma negócios avançando mais de 4% em Nova York",0,1,0,1,0,1
Comissão de Café da CNA cumpre agenda em Brasília,0,1,0,1,0,1
"Principal feira de cafés especiais da Austrália deve render US$ 14,5 milhões ao Brasil",0,1,0,1,0,1
Evento marca início da colheita do café arábica no Espírito Santo,0,1,0,1,0,1
Gigante da indústria amplia aposta nos cafés especiais com novo centro e foca no relacionamento direto com o produtor,0,1,0,1,0,1
Café robusta da ICE sobe 11% na semana,0,1,0,1,0,1
"No Dia Nacional do Café, Secretaria de Agricultura anuncia nova edição do concurso para eleger os melhores grãos do Estado",0,1,1,0,0,1
Região do Cerrado Mineiro tem maior área de cafeicultura regenerativa do Brasil,0,1,0,1,0,1
Café: NY e Londres têm leves altas nas cotações na manhã desta sexta-feira (24),0,1,0,1,0,1
"Colheita de café 24/25 do Brasil atinge 15%, diz Safras & Mercado",0,1,0,1,0,1
"CMN define R$6,9 bilhões para financiamentos do Funcafé",0,1,0,1,0,1
Conab eleva previsão de safra de café do Brasil; produtores citam grãos miúdos,0,1,0,1,0,1
"Atual estimativa traz produção de café em 58,81 milhões de sacas na safra 2024, aponta Conab",0,1,0,1,0,1
"Após altas no dia anterior, café abre a quarta-feira (23) com correções em Londres e NY",0,1,0,1,0,1
Brasil deve fechar 2023/24 com exportação recorde de café,0,0,0,1,0,1
"Cooxupé vê alta da safra de café do Brasil em 2025, grãos miúdos recém-colhidos em 2024",0,0,0,1,0,1
Faturamento bruto dos Cafés do Brasil estimado para o ano-cafeeiro 2024 totaliza R$ 61 bilhões,1,1,0,1,0,1
Dia Nacional do Café: ABIC divulga dados quadrimestrais de consumo de café no Brasil,1,0,0,1,0,1
Café/Cepea: Ritmo lento de colheita limita oferta no spot; preços reagem,0,0,0,1,0,1
24º Seminário Internacional do Café começa em Santos,0,0,0,1,0,1
"Com Ásia enfrentando problemas, robusta volta a ganhar US$ 80 por tonelada",0,0,0,1,0,1
Robusta ganha mais de 6% e arábica mais de mil pontos com foco na oferta global,0,1,0,1,0,1
"Com preocupações na oferta, robusta ganha mais de US$ 80 por tonelada",0,1,0,1,0,1
"Café: Mercado tem direções opostas, com arábica registrando leves altas e robusta baixas",0,1,0,1,0,1
Café: Estoques e demanda japoneses se recuperam à medida que as exportações brasileiras avançam,0,1,0,1,0,1
"Produção de café da Indonésia deve se recuperar em 2024/25, diz USDA",0,1,0,1,0,1
Cecafé promove sustentabilidade e qualidade dos cafés do Brasil na China,0,1,0,1,0,1
"Café: Monitorando clima nas origens, bolsas têm ajustes nos preços nesta 2ª feira",0,1,0,1,0,1
Volume de chuva no Vietnã ainda é abaixo do esperado e robusta ganha quase US$ 100 por tonelada,1,0,0,1,0,1
"Exportações dos Cafés do Brasil atingem 16,24 milhões de sacas no primeiro quadrimestre de 2024",0,1,0,1,0,1
Preocupação com oferta volta ao radar e robusta ganha mais de US$ 60 por tonelada,0,1,0,1,0,1
